id,topic,expected_tag,expected_image,actual_image,match,prompt_ja
"jp_car_0029","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","「駐停車禁止」の標識がある場所では、運転者が車を離れなくても短時間の荷物の積み下ろしのための停止も禁止される。"
"jp_car_0030","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","夜間、道路上に駐車する場合は、尾灯や駐車灯をつけなくても道路照明が十分明るければ問題ない。"
"jp_car_0031","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","坂の頂上付近やトンネル内は、駐車だけでなく停車も法律で禁止されている。"
"jp_car_0032","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","交差点の側端から5メートル以内の場所は、駐車および停車が禁止されている。"
"jp_car_0033","karimen_speed_limits_parking","speed_limit","jp-speed-limit.png","jp-speed-limit.png","yes","「最低速度50キロ」の標識がある道路では、故障などやむを得ない理由がなくてもそれより遅く走行できる。"
"jp_car_0034","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","車庫や駐車場の出入口から3メートル以内の道路上の部分は、駐車が禁止されている。"
"jp_car_0035","karimen_speed_limits_parking","parking","jp-parking.png","jp-parking.png","yes","バス停の標識から10メートル以内の場所は、バスの運行時間に関係なく常に駐停車が禁止されている。"
"jp_car_0036","honmen_expressway","speed_limit","jp-speed-limit.png","jp-speed-limit.png","yes","高速道路の本線車道における普通自動車の最高速度は、特に標識がない限り100キロメートルである。"
"jp_car_0037","honmen_expressway","speed_limit","jp-speed-limit.png","jp-speed-limit.png","yes","高速道路の本線車道には最低速度の規制があり、特に標識がない場合は時速50キロメートルとされている。"
"jp_car_0038","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路に入るときは、加速車線を使って本線を走る車の速度に近づけてから合流するべきである。"
"jp_car_0039","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路を走行中にタイヤがパンクした場合、その場ですぐに停止して三角表示板を出さなくても問題ない。"
"jp_car_0040","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路では、原動機付自転車や125cc以下の自動二輪車は通行することができない。"
"jp_car_0041","honmen_expressway","speed_limit","jp-speed-limit.png","jp-speed-limit.png","yes","高速道路で渋滞などにより低速走行が続く場合は、最低速度規制が一時的に適用されなくなる。"
"jp_car_0042","honmen_expressway","parking","jp-parking.png","jp-parking.png","yes","高速道路の路側帯（路肩）は、緊急車両のためのスペースであり、原則として走行や駐停車はできない。"
"jp_car_0043","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路を走行中に行き先を間違えた場合、その場で安全を確認してバックして元のインターチェンジに戻ってもよい。"
"jp_car_0044","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路を走行する前には、燃料、冷却水、タイヤの空気圧などを点検しておくことが望ましい。"
"jp_car_0045","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路で前の車に追従する場合の車間距離は、速度が速くなるほど長くとる必要がある。"
"jp_car_0046","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路から一般道路へ出る場合は、減速車線に入ってから速度を落とすのが正しい方法である。"
"jp_car_0047","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の登坂車線は、速度の遅い大型車などのための車線であり、追い越しのために一般の車が走行することは禁止される。"
"jp_car_0048","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路上で発生した火災の場合、消火が困難であれば車を路肩に止めてすぐに安全な場所へ避難するべきである。"
"jp_car_0049","honmen_expressway","parking","jp-parking.png","jp-parking.png","yes","高速道路のサービスエリアやパーキングエリアでは、休憩のための駐車であれば長時間でも問題ない。"
"jp_car_0050","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の本線車道で故障し停止せざるを得ない場合、可能であれば路肩よりもさらに左の安全な場所まで移動するべきである。"
"jp_car_0051","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路を走行中、眠気を感じたときはサービスエリアなどに入って休憩を取るべきである。"
"jp_car_0052","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路でチェーン規制が出されている場合、スタッドレスタイヤを装着していればチェーンを装着しなくてもよい。"
"jp_car_0053","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路での追い越しは、原則として右側の車線を使って行わなければならない。"
"jp_car_0054","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の入口で「ETC専用」と表示されたゲートには、ETCを搭載していない車も進入できる。"
"jp_car_0055","honmen_expressway","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路の合流地点では、本線を走る車には合流車に対して進路を譲る法的義務がある。"
"jp_car_0056","honmen_right_of_way_intersections","road_markings","jp-road-markings.png","jp-road-markings.png","yes","交差点で右折する際、対向車線に複数の車線がある場合でも、最も右側の車線にいる車だけに注意すればよい。"
"jp_car_0057","honmen_right_of_way_intersections","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","信号機のある交差点で青信号でも、すでに交差点内に渡り終えていない歩行者がいる場合は発進してはならない。"
"jp_car_0058","honmen_right_of_way_intersections","topic_default","jp-intersection.png","jp-intersection.png","yes","「動物が飛び出す」恐れのある区域を示す標識がある場合、運転者はそれに備えて速度を落とすべきである。"
"jp_car_0059","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","信号のない交差点に同時に複数の方向から車が進入する場合、最も大きい車両が優先される。"
"jp_car_0060","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","交差点で右折待ちの車は、対向車が途切れるまで交差点の中心の直近内側で待機してよい。"
"jp_car_0061","honmen_right_of_way_intersections","stop","jp-stop.png","jp-stop.png","yes","交差点に「一時停止」の標識がない場合でも、見通しの悪い交差点では徐行して安全を確認する必要がある。"
"jp_car_0062","honmen_right_of_way_intersections","stop","jp-stop.png","jp-stop.png","yes","信号機のある交差点で黄色信号が点灯したとき、停止線の直前にいる車は安全に停止できる場合は必ず停止しなければならない。"
"jp_car_0063","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","交差点内で進路を妨げられそうな場合、交差点が混雑していると分かっていても進入してよい。"
"jp_car_0064","honmen_right_of_way_intersections","stop","jp-stop.png","jp-stop.png","yes","信号機が「赤の点滅」を表示している交差点では、車は一時停止して安全を確認してから進行することができる。"
"jp_car_0065","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","黄色の点滅信号がある交差点では、他の交通に注意して進行することができる。"
"jp_car_0066","honmen_right_of_way_intersections","expressway","jp-expressway.png","jp-expressway.png","yes","T字路で本線とぶつかる側道から進入する車は、本線を走る車に対して常に進路を譲らなければならない。"
"jp_car_0067","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","交差点を右折する際は、あらかじめできるだけ道路の中央に寄って大回りで進入するのが正しい方法である。"
"jp_car_0068","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","交差点を左折する際は、できるだけ道路の左端に沿って小回りで進行しなければならない。"
"jp_car_0069","honmen_right_of_way_intersections","intersection","jp-intersection.png","jp-intersection.png","yes","前方の交差点で右折しようとしている対向車がいる場合、こちらが直進であれば速度や進路を変えずに通過してよい。"
"jp_car_0070","honmen_right_of_way_intersections","road_markings","jp-road-markings.png","jp-road-markings.png","yes","交差点付近で工事などにより車線が規制されている場合、規制のない車線を走る車が優先的に通行できる。"
"jp_car_0071","honmen_road_signs_signals","intersection","jp-intersection.png","jp-intersection.png","yes","矢印式の信号で右向きの矢印のみが点灯している場合、その時間帯は右折する車のみが進行できる。"
"jp_car_0072","honmen_road_signs_signals","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","信号機に「歩車分離式」と表示されている交差点では、車両用信号と歩行者用信号が同時に青にならない。"
"jp_car_0073","honmen_road_signs_signals","road_markings","jp-road-markings.png","jp-road-markings.png","yes","「左折可」の標示板がある交差点では、赤信号でも他の交通に注意して左折することができる。"
"jp_car_0074","honmen_road_signs_signals","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","車両用信号が青で、その下にある「歩行者・自転車専用」の信号が赤の場合、自転車横断帯の自転車も止まらなければならない。"
"jp_car_0075","honmen_road_signs_signals","road_markings","jp-road-markings.png","jp-road-markings.png","yes","「中央線」を示す道路標示（黄色の実線）がある場所では、追い越しのためにその線を越えてはならない。"
"jp_car_0076","honmen_road_signs_signals","road_markings","jp-road-markings.png","jp-road-markings.png","yes","白の破線で示された中央線がある場所では、安全が確認できれば追い越しのために線を越えることができる。"
"jp_car_0077","honmen_road_signs_signals","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","道路に書かれた菱形（ダイヤモンド）のマークは、前方に横断歩道や自転車横断帯があることを予告している。"
"jp_car_0078","honmen_road_signs_signals","road_markings","jp-road-markings.png","jp-road-markings.png","yes","「規制予告」の標示板は、その先で実際に規制が始まる地点とおおむね同じ規制内容を示している。"
"jp_car_0079","honmen_road_signs_signals","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","「学校、幼稚園・保育所等あり」の警戒標識は、付近で子供の飛び出しに注意するよう運転者に促すものである。"
"jp_car_0080","honmen_road_signs_signals","topic_default","jp-warning.png","jp-warning.png","yes","「重量制限」の標識がある橋では、表示された重量を超える車両は、空車であれば通行してもよい。"
"jp_car_0081","honmen_road_signs_signals","road_markings","jp-road-markings.png","jp-road-markings.png","yes","進行方向別通行区分の標示がある車線で、直進矢印のみが描かれた車線からは右折してはならない。"
"jp_car_0082","honmen_road_signs_signals","road_markings","jp-road-markings.png","jp-road-markings.png","yes","「自転車専用」の標識がある通行帯を普通自動車が走行することは認められている。"
"jp_car_0083","honmen_road_signs_signals","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","信号機のない押しボタン式の横断歩道では、ボタンが押されていなければ歩行者がいても車は止まらなくてよい。"
"jp_car_0084","honmen_road_signs_signals","road_markings","jp-road-markings.png","jp-road-markings.png","yes","「停止禁止部分」の標示（黄色の格子状の枠）がある場所では、その内側で停止してはならない。"
"jp_car_0085","honmen_road_signs_signals","road_markings","jp-road-markings.png","jp-road-markings.png","yes","「専用通行帯」の標示がある路線バス専用車線は、原則としてバス以外のすべての車両が通行できない。"
"jp_car_0086","honmen_hazard_prediction_illustration","warning","jp-warning.png","jp-warning.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

住宅街の狭い道路を走行中、左側に停まっているトラックの前を通過しようとしている。最も注意すべき危険は何か。"
"jp_car_0087","honmen_hazard_prediction_illustration","warning","jp-warning.png","jp-warning.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

信号のない交差点に近づいている。左右の見通しが建物でさえぎられている。この状況で予測すべき危険は何か。"
"jp_car_0088","honmen_hazard_prediction_illustration","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

夜間、対向車のヘッドライトで眩惑された状態で歩行者が道路の左端を歩いている。最も適切な対応は何か。"
"jp_car_0089","honmen_hazard_prediction_illustration","parking","jp-parking.png","jp-parking.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

片側1車線の道路で、前方に停車中のバスがハザードランプを点灯させている。とるべき行動は何か。"
"jp_car_0090","honmen_hazard_prediction_illustration","parking","jp-parking.png","jp-parking.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

右側に駐車車両が並ぶ道路を走行中、前方の駐車車両のドアが開きそうな様子が見える。最も注意すべき危険は何か。"
"jp_car_0091","honmen_hazard_prediction_illustration","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

雨の日、交差点の手前でブレーキを踏む必要が生じた。マンホールや横断歩道の白線付近を通過する際に注意すべきことは何か。"
"jp_car_0092","honmen_hazard_prediction_illustration","road_markings","jp-road-markings.png","jp-road-markings.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

片側2車線の道路で、左車線に大型トラックが走行中、右車線への進路変更を検討している。注意すべき点は何か。"
"jp_car_0093","honmen_hazard_prediction_illustration","warning","jp-warning.png","jp-warning.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

前方の交差点で、対向車線の車が右折のウインカーを出しているが、まだ停止していない。考えられる危険は何か。"
"jp_car_0094","honmen_hazard_prediction_illustration","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

幼稚園バスが前方で停車し、子供が乗り降りしている。とるべき行動として最も適切なものは何か。"
"jp_car_0095","honmen_hazard_prediction_illustration","warning","jp-warning.png","jp-warning.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

高速道路の出口付近で、前方の車が急に速度を落としている。最も考えられる危険な状況は何か。"
"jp_car_0096","honmen_hazard_prediction_illustration","warning","jp-warning.png","jp-warning.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

公園の前を走行中、ボールが道路に飛び出してきた。最も注意すべき危険は何か。"
"jp_car_0097","honmen_hazard_prediction_illustration","warning","jp-warning.png","jp-warning.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

見通しの悪いカーブの先に対向車のヘッドライトの光が見えた。最も適切な対応は何か。"
"jp_car_0098","honmen_hazard_prediction_illustration","stop","jp-stop.png","jp-stop.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

交差点を直進しようとしたとき、左側から自転車が一時停止せずに進入してくる様子が見えた。とるべき行動は何か。"
"jp_car_0099","honmen_hazard_prediction_illustration","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

渋滞中の道路で、前方の車両の間から歩行者が横断しようとしている様子が見えた。とるべき対応は何か。"
"jp_car_0100","honmen_hazard_prediction_illustration","warning","jp-warning.png","jp-warning.png","yes","次の場面を見て、ア〜ウの各記述が正しいか誤りか答えなさい。

この交差点に近づくとき、最も注意すべき危険は何か。"
"jp_car_0101","honmen_safe_driving_practices","car_interior","jp-car-interior.png","jp-car-interior.png","yes","運転中は、シートベルトを後部座席の同乗者にも着用させる義務がある。"
"jp_car_0102","honmen_safe_driving_practices","parking","jp-parking.png","jp-parking.png","yes","運転中に携帯電話を手に持って通話することは、停車中であれば問題ない。"
"jp_car_0103","honmen_safe_driving_practices","topic_default","jp-car-interior.png","jp-car-interior.png","yes","前車との車間距離は、速度が速いほど長くとる必要がある。"
"jp_car_0104","honmen_safe_driving_practices","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","信号のない横断歩道に歩行者がいる場合、車は必ず一時停止して歩行者を優先させなければならない。"
"jp_car_0105","honmen_safe_driving_practices","topic_default","jp-car-interior.png","jp-car-interior.png","yes","高齢者マーク（もみじマーク）を付けた車に対して、幅寄せや無理な進路変更をしてはならない。"
"jp_car_0106","honmen_safe_driving_practices","topic_default","jp-car-interior.png","jp-car-interior.png","yes","運転中の疲労や眠気は、休憩や睡眠以外の方法、例えば大きな音楽や冷房で十分に解消できる。"
"jp_car_0107","honmen_safe_driving_practices","topic_default","jp-car-interior.png","jp-car-interior.png","yes","飲酒運転は、少量であれば法律上問題ない。"
"jp_car_0108","honmen_safe_driving_practices","intersection","jp-intersection.png","jp-intersection.png","yes","交差点を通過する際は、信号が青であっても周囲の安全を確認する必要はない。"
"jp_car_0109","honmen_safe_driving_practices","expressway","jp-expressway.png","jp-expressway.png","yes","高速道路から一般道路に移った直後は、速度感覚が鈍くなっているため、実際より遅く感じやすい。"
"jp_car_0110","honmen_safe_driving_practices","warning","jp-warning.png","jp-warning.png","yes","大型車の後ろを走行する際は、死角に入らないよう車間距離を多めにとるべきである。"
"jp_car_0111","honmen_safe_driving_practices","topic_default","jp-car-interior.png","jp-car-interior.png","yes","運転中にカーナビやスマートフォンの画面を注視することは、わき見運転にあたる。"
"jp_car_0112","honmen_safe_driving_practices","hazard","jp-hazard.png","jp-hazard.png","yes","他の車両に進路を譲ってもらった場合、ハザードランプなどで感謝の意を示すことは安全運転の観点から望ましい。"
"jp_car_0113","honmen_safe_driving_practices","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","子供が道路の近くで遊んでいるのを見かけたら、減速して注意を払う必要がある。"
"jp_car_0114","honmen_safe_driving_practices","topic_default","jp-car-interior.png","jp-car-interior.png","yes","サイドミラーとルームミラーを定期的に確認することは、後方や側方の状況把握に役立つ。"
"jp_car_0115","honmen_safe_driving_practices","car_interior","jp-car-interior.png","jp-car-interior.png","yes","渋滞中にやむを得ず急ブレーキをかける場合は、後続車に配慮する必要は特にない。"
"jp_car_0116","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","駐車禁止の標識がある場所では、短時間であっても車を止めてはならない。"
"jp_car_0117","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","駐停車禁止の標識がある場所では、運転者がすぐに運転できる状態であれば一時的に止まることができる。"
"jp_car_0118","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","消防署や消防水利の標識から5メートル以内は、駐車が禁止されている。"
"jp_car_0119","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","夜間に道路上で駐車する場合、車幅灯または尾灯をつける必要はない場所もある。"
"jp_car_0120","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","坂道で駐車する際は、輪止めを使用するなど、車が動き出さないようにする対策が望ましい。"
"jp_car_0121","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","車庫や駐車場の出入口から3メートル以内の道路上は、駐車禁止とされている。"
"jp_car_0122","honmen_parking_rules","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","横断歩道とその前後5メートル以内は、停車も駐車も禁止されている。"
"jp_car_0123","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","荷物の積み下ろしのために短時間止まる場合は、運転者が車を離れていても「停車」として扱われる。"
"jp_car_0124","honmen_parking_rules","parking","jp-parking.png","jp-parking.png","yes","駐車場以外の道路に駐車する際は、他の交通の妨げにならないよう道路の左側に沿って止める必要がある。"
"jp_car_0125","honmen_parking_rules","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","駐車場に入る際は、歩道を横切る前に一時停止して歩行者の安全を確認する必要がある。"
"jp_car_0126","honmen_weather_night_driving","night","jp-night-road.png","jp-night-road.png","yes","夜間の運転では、対向車がいないときは早めにヘッドライトを上向き（ハイビーム）に切り替えるとよい。"
"jp_car_0127","honmen_weather_night_driving","wet_road","jp-wet-road.png","jp-wet-road.png","yes","雨天時はタイヤと路面の摩擦が減少するため、乾燥時よりも停止距離が長くなる。"
"jp_car_0128","honmen_weather_night_driving","fog","jp-fog-road.png","jp-fog-road.png","yes","霧の中を走行する際は、前照灯を上向き（ハイビーム）にすると視界が良くなる。"
"jp_car_0129","honmen_weather_night_driving","car_interior","jp-car-interior.png","jp-car-interior.png","yes","強い横風が吹く橋の上や開けた場所では、ハンドルを取られることがあるため、速度を落として走行することが望ましい。"
"jp_car_0130","honmen_weather_night_driving","car_interior","jp-car-interior.png","jp-car-interior.png","yes","雪道や凍結した道路では、急ハンドルや急ブレーキを避けて、ゆっくりとした操作を心がけるべきである。"
"jp_car_0131","honmen_weather_night_driving","parking","jp-parking.png","jp-parking.png","yes","夜間に駐停車する場合、原則として尾灯または駐車灯をつけておく必要がある。"
"jp_car_0132","honmen_weather_night_driving","night","jp-night-road.png","jp-night-road.png","yes","夜間、街灯のない道路を走行する際は、対向車のライトだけを頼りにすればよく、自車のライトの調整は不要である。"
"jp_car_0133","honmen_weather_night_driving","wet_road","jp-wet-road.png","jp-wet-road.png","yes","夜間に雨が降っている場合、路面の水たまりが街灯やヘッドライトを反射して、道路の凹凸や白線が見えにくくなることがある。"
"jp_car_0134","honmen_weather_night_driving","wet_road","jp-wet-road.png","jp-wet-road.png","yes","雷雨や竜巻が発生した場合、すぐに安全な場所に車を止めて様子を見ることが望ましい。"
"jp_car_0135","honmen_weather_night_driving","pedestrian_crosswalk","jp-pedestrian-cross.png","jp-pedestrian-cross.png","yes","夕暮れ時（薄暮）は、ドライバーから歩行者が見えにくくなるだけで、歩行者からドライバーの車も見えにくくなることはない。"
"jp_car_0136","honmen_weather_night_driving","wet_road","jp-wet-road.png","jp-wet-road.png","yes","深い水たまりを走行した直後は、ブレーキの効きが悪くなることがあるため、低速で軽くブレーキを数回踏んで効き具合を確認するとよい。"
"jp_car_0137","honmen_weather_night_driving","fog","jp-fog-road.png","jp-fog-road.png","yes","夜間運転時、サングラスのような濃い色のレンズの眼鏡をかけて運転するのは、視界確保のために推奨される。"
"jp_car_0138","honmen_weather_night_driving","topic_default","jp-wet-road.png","jp-wet-road.png","yes","猛暑の中での長距離運転では、定期的に休憩を取り水分補給をすることが熱中症予防に役立つ。"
"jp_car_0139","honmen_weather_night_driving","night","jp-night-road.png","jp-night-road.png","yes","トンネルに入る直前は周囲の明るさに比べて急に暗くなるため、進入前に速度を落として目を慣れさせる時間を作るのが安全である。"
"jp_car_0140","honmen_weather_night_driving","warning","jp-warning.png","jp-warning.png","yes","台風接近時に視界不良や強風で運転が危険と感じた場合、運転を中止して安全な場所に避難するという判断は適切である。"
"jp_car_0141","karimen_road_signs","stop","jp-stop.png","jp-stop.png","yes","逆三角形の「止まれ」の標識がある交差点では、停止線の直前で完全に停止しなければならない。"
"jp_car_0142","karimen_road_signs","warning","jp-warning.png","jp-warning.png","yes","警戒標識は、黄色地に黒枠の正三角形で表され、前方の危険な状況を予告するものである。"
"jp_car_0143","karimen_road_signs","speed_limit","jp-speed-limit.png","jp-speed-limit.png","yes","規制標識には、赤い縁取りの丸い標識だけでなく、青色の丸い標識もある。"
"jp_car_0144","karimen_road_signs","one_way","jp-one-way.png","jp-one-way.png","yes","「一方通行」の標識がある道路では、矢印で示された方向以外へ進行してはならない。"
"jp_car_0145","karimen_road_signs","parking","jp-parking.png","jp-parking.png","yes","「駐車禁止」の標識がある場所でも、5分以内の荷物の積み下ろしのために停車することは認められる。"
"jp_car_0146","karimen_road_signs","no_overtaking","jp-no-overtaking.png","jp-no-overtaking.png","yes","「追い越し禁止」の標識がある区間では、前方の車両を追い越すために進路変更をして前に出てはならない。"
