id,syllabusRef,topic,media_src,media_file,prompt_en,answer_index,correct_choice_en
"sg_ftt_0013","ftt.eco","eco_driving_vehicle_maintenance","","","What does an under-inflated tyre most directly cause?","2","Increased fuel consumption and faster, uneven tyre wear"
"sg_ftt_0014","ftt.maintenance","eco_driving_vehicle_maintenance","","","What is the purpose of engine oil in a vehicle?","0","To lubricate moving engine parts and reduce friction and heat"
"sg_ftt_0015","ftt.emergencies.mechanical","eco_driving_vehicle_maintenance","","","A red engine temperature warning light comes on while driving. What should you do?","0","Pull over safely as soon as possible, switch off the engine, and let it cool bef"
"sg_ftt_0016","ftt.maintenance","eco_driving_vehicle_maintenance","","","Which dashboard symbol typically indicates a problem with the brake fluid level or brake system?","0","A circular symbol with an exclamation mark inside parentheses, often red"
"sg_ftt_0017","ftt.skills.basics","eco_driving_vehicle_maintenance","","","What does the coolant (radiator fluid) primarily do?","1","Regulates engine temperature by absorbing and dissipating heat"
"sg_ftt_0018","ftt.traffic.vehicle_ahead","eco_driving_vehicle_maintenance","","","Which of the following is an example of eco-driving (fuel-efficient driving)?","1","Accelerating gently, maintaining steady speed, and anticipating stops to coast r"
"sg_ftt_0019","legacy.hazard_speed_management","hazard_speed_management","","","If your speed doubles from 50 km/h to 100 km/h, how does your braking distance change (approximately","0","It increases roughly four times, not just double"
"sg_ftt_0020","ftt.skills.basics","hazard_speed_management","","","Total stopping distance is made up of which two components?","0","Thinking (reaction) distance and braking distance"
"sg_ftt_0021","ftt.skills.bends","hazard_speed_management","","","Approaching a sharp bend on a rural road at night, what should you do regarding speed?","2","Slow down before the bend so you can stop within the distance you can see to be "
"sg_ftt_0022","ftt.traffic.motorcyclists","hazard_speed_management","","","On the expressway in light rain, why should you reduce speed even if the rain seems mild?","0","Even light rain mixing with road oil and dust creates a slippery film that reduc"
"sg_ftt_0023","legacy.advanced_traffic_rules","advanced_traffic_rules","","","When towing a broken-down vehicle on a public road, what is generally required?","1","A proper tow rope/bar, a sign indicating 'On Tow', and reduced speed with hazard"
"sg_ftt_0024","ftt.skills.lanes","advanced_traffic_rules","","","Why should you keep extra distance from a heavy vehicle (lorry or trailer) ahead at a junction?","2","Heavy vehicles have larger blind spots and need more room to turn, sometimes swi"
"sg_ftt_0025","ftt.skills.junctions","advanced_traffic_rules","","","At a complex multi-lane junction with separate filter lanes, what should you do well before reaching","1","Identify your intended direction early and move into the correct lane in good ti"
"sg_ftt_0026","ftt.traffic.large_vehicles","expressway_driving","","","What does a sign showing the expressway name with a number on a blue background typically indicate?","0","Route identification for a specific expressway"
"sg_ftt_0027","ftt.skills.lanes","expressway_driving","","","What is the safest way to change from the second lane to the leftmost lane on the expressway?","0","Check mirrors and blind spot, signal early, then move only when there is a safe "
"sg_ftt_0028","ftt.skills.basics","expressway_driving","","","An ERP gantry ahead shows a high rate during peak hour, and you also see traffic backed up beyond it","1","Continue in your lane at a safe, steady speed and adjust to the congestion witho"
"sg_ftt_0029","ftt.traffic.vehicle_ahead","expressway_driving","","","Why is it dangerous to brake suddenly in the middle lane of an expressway just to read a direction s","1","Vehicles behind travelling at speed may not expect it and could rear-end you"
"sg_ftt_0030","ftt.expressway","expressway_driving","","","What should you do if you miss your intended expressway exit?","2","Continue to the next exit and find an alternative route back"
"sg_ftt_0031","ftt.traffic.cyclists","expressway_driving","","","Which vehicles are typically prohibited from using Singapore expressways?","2","Bicycles, motorcycles below a certain engine capacity, and slow-moving vehicles "
"sg_ftt_0032","ftt.skills.lanes","expressway_driving","","","While driving on the expressway, you notice smoke coming from under your bonnet. What is the correct","1","Signal, move calmly to the road shoulder, stop, turn off the engine, and evacuat"
"sg_ftt_0033","ftt.skills.emergency_stop","expressway_driving","","","What is the purpose of the road shoulder (emergency lane) on an expressway?","0","For emergency stops, breakdowns, and use by authorised emergency vehicles"
"sg_ftt_0034","ftt.skills.lanes","expressway_driving","","","What does a flashing arrow sign on an overhead expressway gantry usually instruct drivers to do?","0","Merge or move out of the indicated lane ahead due to an obstruction or lane clos"
"sg_ftt_0035","ftt.skills.basics","expressway_driving","","","Two expressways merge into one just ahead, and your lane is ending. A vehicle is already alongside y","0","Adjust your speed (slow slightly or hold back) to let that vehicle pass, then me"
"sg_ftt_0036","ftt.skills.lanes","expressway_driving","","","Why should you avoid sudden, unnecessary lane changes on a congested expressway?","0","It increases collision risk and can actually worsen congestion by triggering cha"
"sg_ftt_0037","ftt.skills.overtaking","expressway_driving","","","On the expressway, what should you do if you are travelling slower than the surrounding traffic (but","2","Keep to the left lanes to let faster traffic pass on your right"
"sg_ftt_0038","ftt.skills.lanes","expressway_driving","","","What is the recommended action when you see brake lights flashing far ahead on the expressway, even ","2","Ease off the accelerator and stay alert, since the slowdown may extend into your"
"sg_ftt_0039","ftt.skills.lanes","expressway_driving","","","You are in the rightmost lane of a three-lane expressway when you see your exit is on the left, only","2","Accept you may miss this exit safely rather than force multiple lane changes in "
"sg_ftt_0040","ftt.expressway","expressway_driving","","","Why are tunnels on certain expressways subject to additional rules, such as headlight requirements?","1","Reduced natural lighting and enclosed space increase the need for visibility and"
"sg_ftt_0041","ftt.skills.lanes","expressway_driving","","","What should you do before entering an expressway from an on-ramp if traffic is heavy?","0","Check mirrors and blind spot continuously while accelerating to find a safe gap "
"sg_ftt_0042","ftt.expressway","expressway_driving","","","What is the safest practice regarding mobile phone use while driving on the expressway?","0","Do not use a handheld phone at all; use hands-free only if absolutely necessary "
"sg_ftt_0043","ftt.skills.basics","defensive_driving","","","What is a 'blind spot' in driving?","0","An area around the vehicle not visible in mirrors or direct view"
"sg_ftt_0044","ftt.traffic.defensive","defensive_driving","","","A pedestrian is standing at the edge of a zebra crossing looking at their phone, not at traffic. Wha","2","Slow down and be ready to stop in case the pedestrian steps onto the crossing wi"
"sg_ftt_0045","ftt.emergencies.accidents","defensive_driving","","","Why should you avoid driving when you feel very drowsy, even for a short trip?","1","Drowsiness severely slows reaction time and can cause momentary loss of awarenes"
"sg_ftt_0046","ftt.skills.overtaking","defensive_driving","","","While driving defensively in moderate traffic, you notice a car several vehicles ahead weaving betwe","1","Increase following distance, avoid getting close to that vehicle, and stay alert"
"sg_ftt_0047","ftt.traffic.pedestrians","defensive_driving","","","What should you do when approaching a school zone during school hours?","2","Slow down well below the normal limit and watch closely for children crossing"
"sg_ftt_0048","ftt.traffic.vehicle_ahead","defensive_driving","","","Why should you maintain a larger gap from the vehicle ahead when driving directly behind a large bus","1","It improves your forward visibility and gives more reaction time since large veh"
"sg_ftt_0049","ftt.skills.lanes","defensive_driving","","","At an unsignalled junction, another driver waves you to go ahead even though you do not have the rig","1","Proceed cautiously only after confirming it is genuinely safe, since the waving "
"sg_ftt_0050","ftt.traffic.pedestrians","defensive_driving","","","What is 'tunnel vision' in the context of driving hazard perception?","2","Focusing narrowly on one point ahead while failing to notice hazards in peripher"
"sg_ftt_0051","ftt.traffic.pedestrians","defensive_driving","","","Why is scanning the road far ahead (not just the car directly in front) important for safe driving?","2","It gives you earlier warning of developing hazards and more time to react smooth"
"sg_ftt_0052","ftt.skills.lanes","defensive_driving","","","Two vehicles are merging from opposite directions onto a single-lane stretch due to roadworks. Neith","2","Slow down, make eye contact or signal intention, and be willing to yield if unce"
"sg_ftt_0053","ftt.traffic.defensive","defensive_driving","","","When driving near a parked car with its engine running and brake lights briefly flickering, what sho","2","The car may be about to pull out into the road, so leave space and reduce speed"
"sg_ftt_0054","ftt.skills.lanes","defensive_driving","","","What is the safest habit regarding mirror checks during normal driving?","2","Check mirrors regularly every few seconds, not just when about to manoeuvre"
"sg_ftt_0055","ftt.traffic.vehicle_ahead","defensive_driving","","","If glare from the setting sun makes it hard to see the road ahead, what should you do?","2","Use a sun visor or sunglasses, slow down, and increase following distance"
"sg_ftt_0056","ftt.weather.wet","defensive_driving","","","What does it mean to 'drive to the conditions' rather than just to the posted speed limit?","2","Adjusting your speed below the limit when visibility, weather, or traffic condit"
"sg_ftt_0057","ftt.skills.lanes","defensive_driving","","","You are stopped at a red light behind another car. In your mirror, you see a vehicle approaching fas","2","If there is space, release the brake slightly and edge forward to create a buffe"
"sg_ftt_0058","ftt.weather.night","defensive_driving","","","What is the danger of 'overdriving your headlights' at night?","1","You may be travelling too fast to stop within the distance your headlights illum"
"sg_ftt_0059","ftt.skills.lanes","defensive_driving","","","Why is it risky to assume a vehicle signalling will definitely turn?","0","Signals can be left on by mistake or the driver may change their mind, so you sh"
"sg_ftt_0060","ftt.skills.overtaking","defensive_driving","","","What is the safest practice when driving near cyclists on a shared road?","2","Leave a generous lateral gap when overtaking and anticipate sudden wobbles or sw"
"sg_ftt_0061","ftt.expressway","expressway_driving","","","What is the minimum speed limit on most Singapore expressways unless otherwise signposted?","0","60 km/h"
"sg_ftt_0062","ftt.traffic.emergency","expressway_driving","","","A driver uses the expressway emergency lane to skip a traffic jam ahead. Is this permitted?","0","No — the emergency lane is only for genuine emergencies, breakdowns or police us"
"sg_ftt_0063","ftt.skills.overtaking","expressway_driving","","","Which lane on a Singapore expressway is generally meant for overtaking, not continuous cruising?","2","The rightmost lane"
"sg_ftt_0064","ftt.singapore","expressway_driving","","","Your IU (In-vehicle Unit) beeps and shows """"Card Error"""" as you pass under an ERP gantry. What does ","1","The CashCard is depleted, inserted wrongly, or missing — you will receive a noti"
"sg_ftt_0065","ftt.expressway","expressway_driving","","","If your vehicle breaks down on an expressway and you cannot move it off the carriageway, what should","1","Turn on hazard lights, place a warning triangle behind the vehicle if safe, and "
"sg_ftt_0066","ftt.skills.basics","expressway_driving","","","Why should you avoid 'tailgating' (following too closely) at expressway speeds?","1","At higher speeds, you need a much longer stopping distance to react safely to su"
"sg_ftt_0067","ftt.skills.lanes","expressway_driving","","","What should you do when you see a 'Lane Closed Ahead' sign while driving on an expressway?","1","Signal early and merge into an open lane in good time, before reaching the closu"
"sg_ftt_0068","ftt.traffic.vehicle_ahead","expressway_driving","","","What is the purpose of the chevron (countdown) markings often painted on expressway lanes approachin","1","To help drivers judge their distance from the upcoming exit and maintain safe sp"
"sg_ftt_0069","ftt.traffic.vehicle_ahead","expressway_driving","","","When driving in heavy expressway traffic at night with intermittent rain, what combination of precau","1","Reduce speed, increase following distance, and use headlights and wipers appropr"
"sg_ftt_0070","ftt.skills.basics","expressway_driving","","","On the BKE you are in the middle lane but your exit is only 200 metres ahead in the left lane. Traff","0","Stay in your lane and continue to the next exit to re-route"
"sg_ftt_0071","ftt.expressway","expressway_driving","","","What does a sign showing a picture of a fuel pump with an arrow and distance on an expressway indica","2","Distance to the next petrol/service station"
"sg_ftt_0072","ftt.traffic.vehicle_ahead","expressway_driving","","","During a sudden heavy downpour on an expressway with reduced visibility, what is the recommended use","2","Only use hazard lights briefly to warn following traffic if you must slow sharpl"
"sg_ftt_0073","ftt.skills.overtaking","expressway_driving","","","What is the function of the 'Keep Left Unless Overtaking' sign on Singapore expressways?","1","It reminds drivers to use the right lane only for overtaking, then return to the"
"sg_ftt_0074","ftt.traffic.pedestrians","expressway_driving","","","Are pedestrians, cyclists, and learner drivers on L-plates permitted on Singapore expressways?","2","No — all of these are prohibited from expressways"
"sg_ftt_0075","ftt.traffic.vehicle_ahead","expressway_driving","","","Why should you avoid sudden braking in the rightmost (fast) lane of an expressway?","1","Vehicles behind are usually travelling fastest there and may not have enough dis"
"sg_ftt_0076","ftt.skills.lanes","expressway_driving","","","What is the safest approach when an expressway lane you are in suddenly narrows due to roadworks ahe","1","Slow down gradually well before the narrowing, signal, and merge smoothly into a"
"sg_ftt_0077","ftt.expressway","expressway_driving","","","Why is it dangerous to use a mobile phone handheld while driving on an expressway, even briefly?","0","Even a few seconds of distraction at high speed covers a significant distance wi"
"sg_ftt_0078","ftt.traffic.defensive","defensive_driving","","","What is the core idea behind defensive driving?","2","Anticipating other road users' possible mistakes and adjusting your driving to a"
"sg_ftt_0079","ftt.skills.overtaking","defensive_driving","","","What is a simple rule of thumb for keeping a safe following distance from the vehicle ahead?","0","The 'two- to three-second rule' — count seconds between the vehicle ahead passin"
"sg_ftt_0080","ftt.eco","eco_driving_vehicle_maintenance","","","What is one simple way to improve fuel efficiency while driving?","2","Accelerate and brake smoothly rather than aggressively"
"sg_ftt_0081","ftt.maintenance","eco_driving_vehicle_maintenance","","","Why should you check your tyre pressure regularly, even if the tyres look fine?","0","Tyres naturally lose pressure slowly over time, and incorrect pressure affects h"
"sg_ftt_0082","ftt.eco","eco_driving_vehicle_maintenance","","","What does a dashboard warning light shaped like an engine usually indicate?","0","A potential engine or emissions system problem that should be checked soon"
"sg_ftt_0083","ftt.maintenance","eco_driving_vehicle_maintenance","","","Why is checking engine oil level part of routine vehicle maintenance?","2","Insufficient oil can cause excessive engine wear and potentially serious engine "
"sg_ftt_0084","ftt.eco","eco_driving_vehicle_maintenance","","","How does excessive idling (engine running while stationary for long periods) affect fuel economy and","1","It wastes fuel with no distance gained and produces unnecessary emissions"
"sg_ftt_0085","ftt.skills.lanes","eco_driving_vehicle_maintenance","","","What is the purpose of checking brake fluid level as part of vehicle maintenance?","0","Low brake fluid can indicate worn brake pads or a leak, both of which compromise"
"sg_ftt_0086","ftt.emergencies.mechanical","eco_driving_vehicle_maintenance","","","Why should coolant level be checked regularly, especially before long drives?","1","Low coolant can cause the engine to overheat, leading to serious damage"
"sg_ftt_0087","ftt.eco","eco_driving_vehicle_maintenance","","","Why does maintaining a steady, moderate speed generally improve fuel efficiency compared to frequent","0","Frequent acceleration uses significantly more fuel than maintaining a constant s"
"sg_ftt_0088","ftt.skills.bends","eco_driving_vehicle_maintenance","","","How can excess weight carried in a vehicle (e.g. unused items in the boot) affect fuel consumption a","0","Extra weight increases fuel consumption and can subtly affect braking distance a"
"sg_ftt_0089","ftt.eco","eco_driving_vehicle_maintenance","","","Why is regular brake pad inspection important even if the brakes still feel responsive?","1","Pads can wear unevenly and may fail suddenly even if braking still feels normal "
"sg_ftt_0090","ftt.eco","eco_driving_vehicle_maintenance","","","What does anticipating traffic flow ahead (e.g. seeing brake lights early) and easing off the accele","0","It reduces unnecessary braking and fuel use, while also giving more time to reac"
"sg_ftt_0091","ftt.maintenance","eco_driving_vehicle_maintenance","","","Why is using the correct grade of engine oil (as specified by the manufacturer) important for fuel e","2","The wrong viscosity oil can increase internal engine friction, raising fuel cons"
"sg_ftt_0092","ftt.traffic.pedestrians","hazard_speed_management","","","What is 'hazard perception' in the context of driving?","1","The skill of noticing developing hazards on the road early enough to respond saf"
"sg_ftt_0093","ftt.traffic.pedestrians","hazard_speed_management","","","Why should you reduce speed when approaching a school zone during school hours?","0","Children may suddenly cross or run onto the road, and you need extra time to rea"
"sg_ftt_0094","ftt.traffic.defensive","hazard_speed_management","","","What is a key hazard to anticipate when driving near a bus stop where a bus is stationary?","0","Pedestrians may emerge from in front of or behind the bus unexpectedly"
"sg_ftt_0095","ftt.skills.lanes","hazard_speed_management","","","On a wide multi-lane road, why is scanning your mirrors and blind spots regularly part of effective ","2","It builds an early, complete picture of surrounding traffic, helping you anticip"
"sg_ftt_0096","ftt.skills.bends","hazard_speed_management","","","What is the safest speed management approach when approaching a sharp bend with limited visibility a","1","Slow down before the bend so you can stop within the distance you can see"
"sg_ftt_0097","ftt.skills.overtaking","hazard_speed_management","","","Why should you slow down when driving past a stationary vehicle with its hazard lights on by the roa","2","A person may be standing nearby or a door may suddenly open into the road"
"sg_ftt_0098","ftt.traffic.pedestrians","hazard_speed_management","","","How should a driver adjust their hazard scanning and speed when transitioning from a quiet residenti","1","Increase scanning frequency and be ready to adjust speed quickly as traffic dens"
"sg_ftt_0099","ftt.traffic.emergency","hazard_speed_management","","","What should you do when an emergency vehicle with flashing lights and siren is approaching from behi","0","Calmly move to the side and slow down or stop to let it pass safely, where it is"
"sg_ftt_0100","ftt.traffic.pedestrians","hazard_speed_management","","","Why is it risky to assume a pedestrian waiting at a crossing has seen your vehicle approaching?","0","Pedestrians may be distracted, looking elsewhere, or misjudge your speed and ste"
"sg_ftt_0101","ftt.emergencies.accidents","hazard_speed_management","","","What should you do if you feel drowsy while driving on a long journey?","2","Find a safe place to stop, rest, and continue only when alert"
"sg_ftt_0102","ftt.traffic.vehicle_ahead","hazard_speed_management","","","When following a motorcycle in traffic, why should you allow more space than you would for a car?","2","Motorcycles can decelerate or swerve more suddenly, and are smaller and harder t"
"sg_ftt_0103","legacy.hazard_speed_management","hazard_speed_management","","","What is the risk of 'target fixation' — staring at a hazard instead of scanning the path around it?","2","You may unconsciously steer toward the hazard instead of around it"
"sg_ftt_0104","ftt.expressway","hazard_speed_management","","","Why should you reduce speed when driving through a construction or roadworks zone?","2","Workers, machinery, and unexpected obstacles may be present, and lanes may be na"
"sg_ftt_0105","ftt.traffic.pedestrians","hazard_speed_management","","","Why is it important to vary your speed appropriately when approaching a pedestrian-heavy area like a","1","Higher pedestrian density increases the chance of someone stepping into the road"
"sg_ftt_0106","ftt.eco","advanced_traffic_rules","","","What is the rule regarding using the horn in residential areas at night?","1","The horn should only be used when necessary for safety, not unnecessarily, espec"
"sg_ftt_0107","ftt.skills.junctions","advanced_traffic_rules","","","When two vehicles arrive at a four-way unmarked junction at roughly the same time, what is the gener","2","The vehicle on the right generally has priority, but caution and mutual awarenes"
"sg_ftt_0108","ftt.traffic.pedestrians","advanced_traffic_rules","","","What does a continuous double white line down the centre of the road typically mean?","0","Overtaking and crossing the line is prohibited from either direction"
"sg_ftt_0109","ftt.skills.junctions","advanced_traffic_rules","","","What does a yellow box junction marking on the road mean?","2","Do not enter the box unless your exit is clear, except when turning right and on"
"sg_ftt_0110","ftt.traffic.pedestrians","advanced_traffic_rules","","","What is the rule on reversing on a public road in Singapore?","1","Reversing should only be done over a short distance when necessary and safe, nev"
"sg_ftt_0111","ftt.skills.basics","advanced_traffic_rules","","","What is the rule when a traffic light turns amber while you are already very close to and approachin","1","Stop if it is safe to do so; only proceed if stopping safely is not possible"
"sg_ftt_0112","ftt.skills.lanes","advanced_traffic_rules","","","What does a flashing green traffic light typically signal in Singapore?","0","The green phase is about to end, so prepare to stop"
"sg_ftt_0113","ftt.skills.junctions","advanced_traffic_rules","","","Under Singapore traffic rules, what should you generally do when an ambulance is approaching a junct","1","Give way and let the emergency vehicle through safely, even though you have the "
"sg_ftt_0114","legacy.advanced_traffic_rules","advanced_traffic_rules","","","What does a sign with a red circle and a black number, such as '70', mounted with a slash through it","1","The end of a speed limit zone — the previous restriction no longer applies"
"sg_ftt_0115","ftt.expressway","advanced_traffic_rules","","","What is the rule about seatbelts for all occupants in a moving vehicle in Singapore?","2","All occupants, front and rear, are legally required to wear a seatbelt where fit"
"sg_ftt_0116","ftt.skills.roundabout","advanced_traffic_rules","","","When approaching a roundabout, which traffic generally has priority?","0","Traffic already circulating within the roundabout, usually coming from the right"
"sg_ftt_0117","ftt.traffic.oncoming","advanced_traffic_rules","","","What is the general rule about using high-beam headlights when an oncoming vehicle approaches at nig","2","Switch to low beam in good time to avoid dazzling the oncoming driver"
"sg_ftt_0118","ftt.skills.lanes","advanced_traffic_rules","","","What is the rule for using a vehicle's left or right turn signal when changing lanes?","0","Signal early enough for other drivers to notice before you actually change lanes"
"sg_ftt_0119","ftt.traffic.large_vehicles","advanced_traffic_rules","","","What is the rule regarding driving in a bus lane during its restricted operating hours?","2","Only authorised vehicles such as buses (and certain exceptions) may use it durin"
"sg_ftt_0120","ftt.emergencies.accidents","advanced_traffic_rules","","","What does Singapore traffic law generally require regarding the use of child restraints/car seats fo","2","Young children below a certain height/age must be secured in an appropriate chil"
"sg_ftt_0121","ftt.skills.bends","motorcycle_safety_techniques","","","When cornering on a motorcycle, what is the correct technique?","1","Brake before the corner, then accelerate smoothly through it"
"sg_ftt_0122","ftt.skills.bends","motorcycle_safety_techniques","","","When approaching a bend on a motorcycle, you should position yourself on which part of the lane?","0","Outer edge of the lane for a left bend"
"sg_ftt_0123","ftt.skills.bends","motorcycle_safety_techniques","","","Which of the following is MOST dangerous when cornering on a motorcycle?","0","Applying the front brake sharply mid-corner"
"sg_ftt_0124","ftt.skills.basics","motorcycle_safety_gear","","","Which gear must a motorcyclist always wear by law in Singapore?","1","Approved safety helmet"
"sg_ftt_0125","ftt.skills.basics","motorcycle_safety_gear","","","Why is wearing proper protective gear important for motorcyclists?","1","It reduces injury severity in the event of an accident"
"sg_ftt_0126","ftt.traffic.cyclists","motorcycle_safety_gear","","","What type of helmet provides the best protection for motorcyclists?","2","Full-face helmet"
"sg_ftt_0127","ftt.traffic.vehicle_ahead","motorcycle_safety_weather","","","When riding a motorcycle in heavy rain, what should you do?","0","Reduce speed, increase following distance, and ride smoothly"
"sg_ftt_0128","ftt.traffic.cyclists","motorcycle_safety_weather","","","Which road surface is MOST slippery for motorcyclists in wet conditions?","0","Painted road markings and metal covers"
"sg_ftt_0129","ftt.expressway","motorcycle_safety_weather","","","When caught in unexpected heavy rain while riding, what is the SAFEST immediate action?","2","Pull over safely and wait for the rain to ease"
"sg_ftt_0130","ftt.expressway","expressway_driving","","","What is the minimum speed on Singapore expressways?","1","There is no legal minimum — but you must not drive so slowly as to obstruct traf"
"sg_ftt_0131","ftt.traffic.motorcyclists","expressway_driving","","","What is the maximum speed limit for private cars on Singapore expressways?","2","90 km/h"
"sg_ftt_0132","ftt.skills.lanes","expressway_driving","","","When leaving an expressway via a slip road, what should you do?","2","Signal in advance, reduce speed progressively on the slip road, and observe the "
"sg_ftt_0133","ftt.skills.lanes","expressway_driving","","","Why is lane discipline especially important on expressways?","1","High speeds leave little time to react — erratic lane changes cause serious acci"
"sg_ftt_0134","ftt.skills.emergency_stop","expressway_driving","","","What is the correct procedure if you need to stop for an emergency on the expressway?","2","Move to emergency lane, switch hazard lights on, place warning triangle 20m behi"
"sg_ftt_0135","ftt.traffic.cyclists","expressway_driving","","","What does 'lane splitting' (riding between lanes) by motorcycles refer to?","0","Riding between lanes of slow or stationary traffic — generally not allowed in Si"
"sg_ftt_0136","ftt.expressway","expressway_driving","","","At what distance should you keep from the vehicle in front on an expressway?","2","At least a 2-second gap — 4 seconds in wet conditions"
"sg_ftt_0137","ftt.expressway","expressway_driving","","","What is the 'keeping left' rule and how does it apply on a 3-lane expressway?","0","Normal driving in left/centre lanes; right lane for overtaking only — return lef"
"sg_ftt_0138","ftt.expressway","expressway_driving","","","What does an overhead gantry flashing speed sign mean on an expressway?","0","Variable speed limit in force — obey the displayed speed even if lower than the "
"sg_ftt_0139","ftt.skills.lanes","expressway_driving","","","Why is it especially important to check mirrors more frequently on an expressway?","1","Traffic is faster and closing distances are shorter — a vehicle can approach ver"
"sg_ftt_0140","ftt.traffic.oncoming","expressway_driving","","","What is a contraflow system on an expressway?","1","Temporary arrangement where traffic moves in opposite direction to normal — foll"
"sg_ftt_0141","ftt.skills.parking","expressway_driving","","","What are the painted white diagonal stripes on a section of expressway for?","1","To mark areas that must not be entered — they are 'keep-clear' zones, often at l"
"sg_ftt_0142","ftt.expressway","expressway_driving","","","When is it permitted to use the expressway emergency lane?","1","Only in genuine emergencies — breakdown, accident, or if directed by police"
"sg_ftt_0143","ftt.skills.overtaking","expressway_driving","","","What does a flashing amber beacon on a slow-moving vehicle ahead on the expressway indicate?","0","A slow-moving or abnormal vehicle — reduce speed and give it wide berth"
"sg_ftt_0144","ftt.maintenance","vehicle_maintenance","","","How often should you check your vehicle's tyre pressure?","1","At least once a month and before long journeys"
"sg_ftt_0145","ftt.skills.slopes","vehicle_maintenance","","","What does it mean when the brake warning light comes on while driving?","2","Low brake fluid, handbrake not fully released, or serious brake fault — stop saf"
"sg_ftt_0146","ftt.emergencies.mechanical","vehicle_maintenance","","","What is the purpose of the coolant system in a vehicle?","0","To maintain the engine at the correct operating temperature — preventing overhea"
"sg_ftt_0147","ftt.maintenance","vehicle_maintenance","","","When should you replace windscreen wipers?","0","When they leave streaks, skip, or fail to clear the screen properly"
"sg_ftt_0148","ftt.emergencies.mechanical","vehicle_maintenance","","","What does it mean when the temperature gauge of your vehicle rises to the red zone?","1","Engine is overheating — pull over safely and switch off engine before it causes "
"sg_ftt_0149","ftt.eco","vehicle_maintenance","","","What is the legal tread depth requirement for tyres in Singapore?","2","Minimum 1.6mm across the central three-quarters of the tyre"
"sg_ftt_0150","ftt.skills.basics","vehicle_maintenance","","","What is the function of the power steering fluid?","2","It helps reduce the effort needed to turn the steering wheel"
"sg_ftt_0151","legacy.vehicle_maintenance","vehicle_maintenance","","","What does a battery warning light (red battery symbol) on your dashboard indicate?","2","Battery is not charging properly — get it checked soon or the vehicle may not st"
"sg_ftt_0152","ftt.skills.basics","vehicle_maintenance","","","What is the function of shock absorbers in a vehicle?","2","To dampen vehicle bounce — improving ride comfort, stability and tyre contact wi"
"sg_ftt_0153","ftt.maintenance","vehicle_maintenance","","","What regular maintenance should you perform on your vehicle's brakes?","0","Check brake pad thickness, brake fluid level and disc condition — replace when w"
"sg_ftt_0154","ftt.maintenance","vehicle_maintenance","","","Why is it important to check the spare tyre regularly?","1","So it is ready to use in an emergency — a flat spare tyre is useless when you ne"
"sg_ftt_0155","ftt.eco","vehicle_maintenance","","","What is meant by 'wheel alignment' and why does it matter?","0","Correct angle of wheels relative to road/vehicle — bad alignment causes uneven t"
"sg_ftt_0156","ftt.skills.basics","eco_driving","","","What is 'eco-driving' and why does it matter?","2","A style of driving that reduces fuel consumption and emissions — saving money an"
"sg_ftt_0157","ftt.eco","eco_driving","","","How does smooth acceleration save fuel?","2","Smooth acceleration uses less fuel than harsh acceleration — which demands more "
"sg_ftt_0158","ftt.eco","eco_driving","","","What is the effect of excessive idling on fuel consumption?","1","Idling wastes fuel — switch off the engine if stationary for more than 1-2 minut"
