id,syllabusRef,topic,media_src,media_file,prompt_en,answer_index,correct_choice_en
"jp_moto_0076","jp.moto.ch7-protective-gear","protective_gear_rules","","","When driving a motorcycle, both the driver and passenger are required by law to wear a helmet.","0","True"
"jp_moto_0077","jp.moto.ch7-protective-gear","protective_gear_rules","","","Just wearing a helmet without properly tightening the chinstrap means that the legal obligation to w","1","False"
"jp_moto_0078","jp.moto.ch7-protective-gear","protective_gear_rules","","","When riding a motorcycle, it is preferable to wear footwear that protects the ankles, rather than sa","0","True"
"jp_moto_0079","jp.moto.ch7-protective-gear","protective_gear_rules","","","On hot summer days, wearing long sleeves and long pants can get hot, so it is safer to drive in shor","1","False"
"jp_moto_0080","jp.moto.ch7-protective-gear","protective_gear_rules","","","Wearing gloves with protectors can help reduce hand injuries during falls.","0","True"
"jp_moto_0081","jp.moto.ch7-protective-gear","protective_gear_rules","","","The helmet shield (face guard) has the role of protecting the eyes from wind, insects, pebbles, etc.","0","True"
"jp_moto_0082","jp.moto.ch7-protective-gear","protective_gear_rules","","","No matter how many years have passed since purchase, a helmet can still be used safely as long as th","1","False"
"jp_moto_0083","jp.moto.ch7-protective-gear","protective_gear_rules","","","Wearing brightly colored or reflective jackets will help you be seen by other vehicles at night or i","0","True"
"jp_moto_0084","jp.moto.ch7-protective-gear","protective_gear_rules","","","It is recommended that you choose a helmet that complies with Japanese safety standards (such as the","0","True"
"jp_moto_0085","jp.moto.ch7-protective-gear","protective_gear_rules","","","Wearing knee and elbow protectors under clothing is not recommended for accident prevention as it af","1","False"
"jp_moto_0086","jp.moto.ch8-pillion","pillion_passenger_rules","","","Passengers (tandems) on motorcycles are required to wear helmets, just like the driver.","0","True"
"jp_moto_0087","jp.moto.ch8-pillion","pillion_passenger_rules","","","On general roads, there are restrictions on how many passengers a driver can carry, and drivers are ","0","True"
"jp_moto_0088","jp.moto.ch8-pillion","pillion_passenger_rules","","","When driving with a passenger on the expressway, there are no requirements regarding the age of the ","1","False"
"jp_moto_0089","jp.moto.ch8-pillion","pillion_passenger_rules","","","When driving with a passenger on board, it is necessary to avoid sudden acceleration or braking, and","0","True"
"jp_moto_0090","jp.moto.ch8-pillion","pillion_passenger_rules","","","Mopeds (mopeds) are generally not allowed to carry passengers due to their structure.","0","True"
"jp_moto_0091","jp.moto.ch9-hazard-illustration","hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. On a nar","0","(hazard 3-part)"
"jp_moto_0092","jp.moto.ch9-hazard-illustration","hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. As I app","0","(hazard 3-part)"
"jp_moto_0093","jp.moto.ch9-hazard-illustration","hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. On a rai","0","(hazard 3-part)"
"jp_moto_0094","jp.moto.ch9-hazard-illustration","hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. While dr","0","(hazard 3-part)"
"jp_moto_0095","jp.moto.ch9-hazard-illustration","hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. You are ","0","(hazard 3-part)"
"jp_moto_0096","jp.moto.ch9-hazard-illustration","hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. As I was","0","(hazard 3-part)"
"jp_moto_0097","jp.moto.ch9-hazard-illustration","hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. As I was","0","(hazard 3-part)"
"jp_moto_0098","jp.moto.ch9-hazard-illustration","hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. When rid","0","(hazard 3-part)"
"jp_moto_0099","jp.moto.ch9-hazard-illustration","hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. At dusk,","0","(hazard 3-part)"
"jp_moto_0100","jp.moto.ch9-hazard-illustration","hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. On a nar","0","(hazard 3-part)"
"jp_moto_0101","jp.moto.ch1-signs-signals","road_signs_signals","","","Mopeds and motorcycles are not allowed to pass on roads marked with """"No Motorcycles Allowed"""" signs","0","True"
"jp_moto_0102","jp.moto.ch1-signs-signals","road_signs_signals","","","On roads where there is a sign saying """"Double Riders Prohibited"""", do not ride with two people, eve","0","True"
"jp_moto_0103","jp.moto.ch1-signs-signals","road_signs_signals","","","It is illegal for a moped to ride the wrong way on a road marked with a one-way sign with a suppleme","0","True"
"jp_moto_0104","jp.moto.ch1-signs-signals","road_signs_signals","","","Do not make a short right turn at an intersection where there is a sign that says """"Right turn metho","0","True"
"jp_moto_0105","jp.moto.ch1-signs-signals","road_signs_signals","","","The speed displayed on the """"maximum speed"""" sign may be different for two-wheeled vehicles and four","1","False"
"jp_moto_0106","jp.moto.ch1-signs-signals","road_signs_signals","","","The legal maximum speed for mopeds is 30 kilometers per hour on public roads that are not designated","0","True"
"jp_moto_0107","jp.moto.ch1-signs-signals","road_signs_signals","","","In principle, mopeds can be used on expressways and automobile-only roads.","1","False"
"jp_moto_0108","jp.moto.ch1-signs-signals","road_signs_signals","","","A """"Road Closed"""" sign prohibits the passage of all vehicles, including motorcycles, and pedestrians","0","True"
"jp_moto_0109","jp.moto.ch1-signs-signals","road_signs_signals","","","Motorcycles and mopeds must not be parked in areas with """"No Bicycle Parking"""" signs.","0","True"
"jp_moto_0110","jp.moto.ch1-signs-signals","road_signs_signals","","","Large motorcycles must not be ridden by two people on sections of the expressway where there is a si","0","True"
"jp_moto_0111","jp.moto.ch1-signs-signals","road_signs_signals","","","One-way signs with a supplementary sign that says """"excluding light vehicles"""" also apply to mopeds.","1","False"
"jp_moto_0112","jp.moto.ch1-signs-signals","road_signs_signals","","","On roads that have """"priority lanes for route buses,"""" motorcycles may also be restricted from drivi","0","True"
"jp_moto_0113","jp.moto.ch1-signs-signals","road_signs_signals","","","Motorcycles are allowed to drive on roads marked with """"Large Trucks Closed"""" signs.","0","True"
"jp_moto_0114","jp.moto.ch1-signs-signals","road_signs_signals","","","If there is a """"two-step right turn"""" sign at an intersection with a traffic light, the moped should","0","True"
"jp_moto_0115","jp.moto.ch1-signs-signals","road_signs_signals","","","Two mopeds are allowed to ride side by side on roads with supplementary signs that say """"side by sid","0","True"
"jp_moto_0116","jp.moto.ch1-signs-signals","road_signs_signals","","","The """"No Parking"""" sign does not apply to two-wheeled vehicles, only four-wheeled vehicles.","1","False"
"jp_moto_0117","jp.moto.ch1-signs-signals","road_signs_signals","","","Mopeds are allowed to pass in lanes marked as """"Exclusive lanes (excluding motorcycles and mopeds).""","1","False"
"jp_moto_0118","jp.moto.ch1-signs-signals","road_signs_signals","","","If there is a stop sign at an intersection with poor visibility, motorcycles must also stop at the s","0","True"
"jp_moto_0119","jp.moto.ch1-signs-signals","road_signs_signals","","","Only motorcycles and mopeds can pass on roads with signs that say """"Closed to vehicles other than mo","0","True"
"jp_moto_0120","jp.moto.ch1-signs-signals","road_signs_signals","","","If there is a sign indicating a """"exclusive lane"""" at an intersection, mopeds must always travel in ","1","False"
"jp_moto_0121","jp.moto.ch1-signs-signals","road_signs_signals","","","Mopeds must also have headlights on at night.","0","True"
"jp_moto_0122","jp.moto.ch1-signs-signals","road_signs_signals","","","The """"Slow Down"""" warning sign urges drivers to slow down depending on the road conditions ahead.","0","True"
"jp_moto_0123","jp.moto.ch1-signs-signals","road_signs_signals","","","""""No Entry"""" signs are often placed on the exit side of one-way streets to prevent people from drivi","0","True"
"jp_moto_0124","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","Motorcycles traveling on priority roads have priority over vehicles exiting from intersecting roads.","0","True"
"jp_moto_0125","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","When a motorcycle turns right, it must not obstruct the passage of vehicles traveling straight or tu","0","True"
"jp_moto_0126","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","Motorcycles entering a wider road from an obviously narrower road have priority over vehicles on the","1","False"
"jp_moto_0127","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","If there is a pedestrian crossing the street, the motorcycle must stop temporarily so as not to obst","0","True"
"jp_moto_0128","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","When an emergency vehicle approaches with its siren blaring, the motorcycle must stop on the left si","0","True"
"jp_moto_0129","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","When a motorcycle makes a left turn, it has priority over bicycles and pedestrians who are going str","1","False"
"jp_moto_0130","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","When an oncoming vehicle is waiting to make a right turn, a motorcycle traveling straight can easily","0","True"
"jp_moto_0131","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","When a motorcycle is running, a driver of a four-wheeled vehicle may disregard the motorcycle and pu","1","False"
"jp_moto_0132","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","Motorcycles must not overtake streetcars when they are moving.","0","True"
"jp_moto_0133","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","Motorcycles entering a roundabout have priority over vehicles already on the ring road.","1","False"
"jp_moto_0134","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","When a bicycle is crossing a bicycle crossing zone, motorcycles must also stop and wait.","0","True"
"jp_moto_0135","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","When a route bus signals to start from a stop, motorcycles following it do not have to yield.","1","False"
"jp_moto_0136","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","If it is difficult to pass each other on a mountain road, the general rule is to give way to the mot","1","False"
"jp_moto_0137","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","When multiple vehicles arrive at an intersection at the same time and the road width is the same, fo","1","False"
"jp_moto_0138","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","Motorcycles have priority over vehicles on the road when exiting a parking lot on private land.","1","False"
"jp_moto_0139","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","Motorcyclists approaching intersections with poor visibility should slow down and check their surrou","0","True"
"jp_moto_0140","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","Always stop at intersections with stop signs, even if the motorcycles are small and there is no othe","0","True"
"jp_moto_0141","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","Motorcycles waiting to make a right turn must yield not only to oncoming vehicles traveling straight","0","True"
"jp_moto_0142","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","Just before a railroad crossing, motorcyclists must stop temporarily and check that both sides are s","0","True"
"jp_moto_0143","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","When passing oncoming vehicles on narrow roads, motorcycles can have priority over four-wheeled vehi","1","False"
"jp_moto_0144","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","When an oncoming vehicle is waiting to turn right at an intersection, motorcycles going straight ahe","0","True"
"jp_moto_0145","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","Motorcycles may pass without slowing down even if pedestrians cross the road as long as they are on ","1","False"
"jp_moto_0146","jp.moto.ch2-right-of-way","right_of_way_traffic_rules","","","When a motorcycle goes straight through an intersection, check the safety while paying attention to ","0","True"
"jp_moto_0147","jp.moto.ch3-cornering","balance_cornering_techniques","","","When turning a curve, slow down sufficiently before entering the curve, and avoid applying the brake","0","True"
"jp_moto_0148","jp.moto.ch3-cornering","balance_cornering_techniques","","","When turning a curve, it is easier to maintain balance if you direct your eyes toward the exit of th","0","True"
"jp_moto_0149","jp.moto.ch3-cornering","balance_cornering_techniques","","","When driving at low speeds, it is easier to lose balance than when driving at high speeds.","0","True"
"jp_moto_0150","jp.moto.ch3-cornering","balance_cornering_techniques","","","When taking a curve, the vehicle not only leans, but also allows the body to naturally lean along wi","0","True"
"jp_moto_0151","jp.moto.ch3-cornering","balance_cornering_techniques","","","If you turn the steering wheel sharply over a wet manhole or white line, you are likely to slip.","0","True"
"jp_moto_0152","jp.moto.ch3-cornering","balance_cornering_techniques","","","When slowing your bike down a steep slope, it's safest to apply only the front brake.","1","False"
"jp_moto_0153","jp.moto.ch3-cornering","balance_cornering_techniques","","","On gravel roads or muddy roads, avoid sudden steering or sudden braking, and try to keep the vehicle","0","True"
"jp_moto_0154","jp.moto.ch3-cornering","balance_cornering_techniques","","","On mountain roads with continuous curves, there is no need to adjust the timing of accelerator and b","0","True"
"jp_moto_0155","jp.moto.ch3-cornering","balance_cornering_techniques","","","When stopping a bike, it is important to put both feet on the ground for stability and then come to ","0","True"
"jp_moto_0156","jp.moto.ch3-cornering","balance_cornering_techniques","","","When taking a curve, there is no need to worry about oil or sand in the center of the road.","1","False"
"jp_moto_0157","jp.moto.ch3-cornering","balance_cornering_techniques","","","If you feel that you are entering a curve too fast, it is a good idea to brake hard midway through t","1","False"
"jp_moto_0158","jp.moto.ch3-cornering","balance_cornering_techniques","","","Unlike four-wheeled vehicles, two-wheeled vehicles must maintain their own center of gravity balance","0","True"
"jp_moto_0159","jp.moto.ch3-cornering","balance_cornering_techniques","","","The appropriate speed for a curve should always be the same on a dry road, regardless of the weather","1","False"
"jp_moto_0160","jp.moto.ch3-cornering","balance_cornering_techniques","","","When driving on a road with ruts, be careful not to get your tires caught in the ruts.","0","True"
"jp_moto_0161","jp.moto.ch3-cornering","balance_cornering_techniques","","","When turning at an intersection, it is recommended to lean the vehicle significantly and turn at hig","1","False"
"jp_moto_0162","jp.moto.ch3-cornering","balance_cornering_techniques","","","The center of gravity of the bike becomes more stable the higher you load your luggage.","1","False"
"jp_moto_0163","jp.moto.ch3-cornering","balance_cornering_techniques","","","When making a U-turn in a tight space, it's a good idea to turn the steering wheel wide and direct y","0","True"
"jp_moto_0164","jp.moto.ch3-cornering","balance_cornering_techniques","","","When you are caught in a strong crosswind, grip the handle firmly and lean your body upwind to maint","0","True"
"jp_moto_0165","jp.moto.ch3-cornering","balance_cornering_techniques","","","Riding with repeated sudden starts and stops impairs the stability of the bike and increases the ris","0","True"
"jp_moto_0166","jp.moto.ch3-cornering","balance_cornering_techniques","","","When slowing down before a curve, the basic rule is to apply the brakes while the vehicle is in an u","0","True"
"jp_moto_0167","jp.moto.ch3-cornering","balance_cornering_techniques","","","Practicing U-turns and slalom runs at low speeds will help improve your sense of balance.","0","True"
"jp_moto_0168","jp.moto.ch3-cornering","balance_cornering_techniques","","","When passing over a manhole on a rainy day, there is no problem even if the vehicle is tilted.","1","False"
"jp_moto_0169","jp.moto.ch4-visibility","blind_spots_visibility","","","When driving behind a large truck, maintain sufficient distance between vehicles to avoid walking in","0","True"
"jp_moto_0170","jp.moto.ch4-visibility","blind_spots_visibility","","","Motorcycles are easily visible to four-wheeled vehicle drivers, so two-wheeled vehicles do not need ","1","False"
"jp_moto_0171","jp.moto.ch4-visibility","blind_spots_visibility","","","You should avoid riding next to a four-wheeler that is changing lanes, as it is easy to get into a b","0","True"
"jp_moto_0172","jp.moto.ch4-visibility","blind_spots_visibility","","","Motorcycles coming straight on are easily overlooked by drivers of four-wheeled vehicles waiting to ","0","True"
"jp_moto_0173","jp.moto.ch4-visibility","blind_spots_visibility","","","Motorcyclists should be especially careful when riding a motorbike, as the rear left corner of the b","0","True"
"jp_moto_0174","jp.moto.ch4-visibility","blind_spots_visibility","","","The blind spot of a vehicle tends to become wider as the size of the vehicle increases.","0","True"
"jp_moto_0175","jp.moto.ch4-visibility","blind_spots_visibility","","","When passing a four-wheeled vehicle on a motorcycle, you may move in front of it immediately after p","1","False"
"jp_moto_0176","jp.moto.ch4-visibility","blind_spots_visibility","","","Don't rely solely on your side mirrors; always visually check behind and to the sides before changin","0","True"
"jp_moto_0177","jp.moto.ch4-visibility","blind_spots_visibility","","","Motorcycles should be careful not to line up on the left side of cars, as there is a risk of being c","0","True"
"jp_moto_0178","jp.moto.ch4-visibility","blind_spots_visibility","","","At night, if the motorcycle's headlights do not reflect on the mirror of a four-wheeler, there is a ","0","True"
"jp_moto_0179","jp.moto.ch4-visibility","blind_spots_visibility","","","At intersections and merging points, motorcyclists must always be aware of whether they are visible ","0","True"
"jp_moto_0180","jp.moto.ch4-visibility","blind_spots_visibility","","","Pedestrians and bicycles jumping out from between parked vehicles are a type of danger for motorcycl","0","True"
"jp_moto_0181","jp.moto.ch4-visibility","blind_spots_visibility","","","As a rider, choosing clothing that makes you easily visible to others (bright colors or reflective m","0","True"
"jp_moto_0182","jp.moto.ch4-visibility","blind_spots_visibility","","","At expressway junctions, you may stay for a long time out of sight of the mirrors of cars traveling ","1","False"
"jp_moto_0183","jp.moto.ch4-visibility","blind_spots_visibility","","","When stopping at a traffic light, it is desirable to avoid the blind spot of the vehicle in front of","0","True"
