id,syllabusRef,topic,media_src,media_file,prompt_en,answer_index,correct_choice_en
"jp_car_0079","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","The warning sign """"School, Kindergarten, Daycare Center, etc."""" reminds drivers to be careful of chi","0","True"
"jp_car_0080","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","On bridges with """"weight limit"""" signs, vehicles that exceed the posted weight may be allowed to pas","1","False"
"jp_car_0081","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","Do not turn right from a lane marked with a straight ahead arrow on it, where there are signs indica","0","True"
"jp_car_0082","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","Regular cars are allowed to drive in lanes marked with """"bicycles only"""" signs.","1","False"
"jp_car_0083","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","At push-button crosswalks without traffic lights, cars do not have to stop even if a pedestrian is p","1","False"
"jp_car_0084","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","Where there is a """"No Stopping Area"""" sign (yellow grid frame), do not stop inside it.","0","True"
"jp_car_0085","jp.car.honmen.ch3-signs-signals","honmen_road_signs_signals","","","As a general rule, all vehicles other than buses cannot pass through lanes designated for route buse","0","True"
"jp_car_0086","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. While dr","0","(hazard 3-part)"
"jp_car_0087","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. You are ","0","(hazard 3-part)"
"jp_car_0088","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. At night","0","(hazard 3-part)"
"jp_car_0089","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. On a roa","0","(hazard 3-part)"
"jp_car_0090","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. While dr","0","(hazard 3-part)"
"jp_car_0091","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. On a rai","0","(hazard 3-part)"
"jp_car_0092","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement A through C is correct or incorrect. O","0","(hazard 3-part)"
"jp_car_0093","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement A through C is correct or incorrect. A","0","(hazard 3-part)"
"jp_car_0094","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. A kinder","0","(hazard 3-part)"
"jp_car_0095","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement A through C is correct or incorrect. N","0","(hazard 3-part)"
"jp_car_0096","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. While dr","0","(hazard 3-part)"
"jp_car_0097","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. I could ","0","(hazard 3-part)"
"jp_car_0098","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. As I was","0","(hazard 3-part)"
"jp_car_0099","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. On a bus","0","(hazard 3-part)"
"jp_car_0100","jp.car.honmen.ch4-hazard-illustration","honmen_hazard_prediction_illustration","","","Look at the following scene and answer whether each statement from A to C is true or false. What dan","0","(hazard 3-part)"
"jp_car_0101","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Passengers in the back seat are also required to wear seat belts while driving.","0","True"
"jp_car_0102","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","There is no problem with holding a cell phone while driving and talking while the vehicle is stopped","0","True"
"jp_car_0103","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","The faster the speed, the longer the distance between you and the vehicle in front of you needs to b","0","True"
"jp_car_0104","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","If there is a pedestrian at a crosswalk without a signal, vehicles must stop temporarily and give th","0","True"
"jp_car_0105","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Do not pull over or forcefully change the course of a vehicle that has the elderly person mark (Momi","0","True"
"jp_car_0106","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Fatigue and drowsiness while driving can be alleviated by methods other than rest and sleep, such as","1","False"
"jp_car_0107","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Driving under the influence of alcohol is not a legal problem as long as it is a small amount.","1","False"
"jp_car_0108","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","When passing through an intersection, there is no need to check the safety of your surroundings even","1","False"
"jp_car_0109","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Immediately after moving from the expressway to a local road, your sense of speed is dulled, so it's","0","True"
"jp_car_0110","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","When driving behind a large vehicle, you should leave plenty of distance between you and the vehicle","0","True"
"jp_car_0111","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Staring at a car navigation system or smartphone screen while driving is considered distracted drivi","0","True"
"jp_car_0112","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","When you are asked to give way to another vehicle, it is desirable from the perspective of safe driv","0","True"
"jp_car_0113","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","If you see children playing near the road, you should slow down and pay attention.","0","True"
"jp_car_0114","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","Regularly checking the side mirrors and rearview mirrors will help you understand the situation behi","0","True"
"jp_car_0115","jp.car.honmen.ch5-safe-driving","honmen_safe_driving_practices","","","If you have no choice but to apply sudden brakes during traffic jams, there is no need to be conside","1","False"
"jp_car_0116","jp.car.honmen.ch6-parking","honmen_parking_rules","","","Do not stop your car, even for a short time, where there is a no parking sign.","0","True"
"jp_car_0117","jp.car.honmen.ch6-parking","honmen_parking_rules","","","In areas where there are signs prohibiting parking, drivers may temporarily stop if they are ready t","1","False"
"jp_car_0118","jp.car.honmen.ch6-parking","honmen_parking_rules","","","Parking is prohibited within 5 meters of a fire department or fire department sign.","0","True"
"jp_car_0119","jp.car.honmen.ch6-parking","honmen_parking_rules","","","In some places, when parking on the road at night, it is not necessary to turn on side lights or tai","0","True"
"jp_car_0120","jp.car.honmen.ch6-parking","honmen_parking_rules","","","When parking on a slope, it is advisable to take measures to prevent the car from moving, such as us","0","True"
"jp_car_0121","jp.car.honmen.ch6-parking","honmen_parking_rules","","","Parking is prohibited on the road within 10 meters in front of a scheduled bus stop.","0","True"
"jp_car_0122","jp.car.honmen.ch6-parking","honmen_parking_rules","","","It is prohibited to stop or park at a crosswalk or within 5 meters in front or behind it.","0","True"
"jp_car_0123","jp.car.honmen.ch6-parking","honmen_parking_rules","","","If the vehicle stops for a short time to load or unload cargo, it is treated as a """"stop"""" even if t","1","False"
"jp_car_0124","jp.car.honmen.ch6-parking","honmen_parking_rules","","","When parking on a road other than a parking lot, please park along the left side of the road so as n","0","True"
"jp_car_0125","jp.car.honmen.ch6-parking","honmen_parking_rules","","","When entering a parking lot, you must stop and check for pedestrian safety before crossing the sidew","0","True"
"jp_car_0126","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When driving at night, it is a good idea to switch your headlights upward (high beam) as soon as pos","0","True"
"jp_car_0127","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","In rainy weather, there is less friction between the tires and the road, so stopping distances are l","0","True"
"jp_car_0128","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When driving in fog, turn your headlights upward (high beam) to improve visibility.","1","False"
"jp_car_0129","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When riding on a bridge or in an open area with strong crosswinds, it is recommended to drive at a r","0","True"
"jp_car_0130","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","On snowy or icy roads, you should avoid sudden steering or braking, and operate slowly.","0","True"
"jp_car_0131","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When parking at night, it is generally necessary to turn on taillights or parking lights.","0","True"
"jp_car_0132","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When driving at night on roads without street lights, you only need to rely on the lights of oncomin","1","False"
"jp_car_0133","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When it rains at night, puddles on the road reflect streetlights and headlights, making it difficult","0","True"
"jp_car_0134","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","In the event of a thunderstorm or tornado, it is advisable to immediately stop your vehicle in a saf","0","True"
"jp_car_0135","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","At dusk (twilight), it is only difficult for drivers to see pedestrians, but it is not difficult for","1","False"
"jp_car_0136","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","Brakes may become less effective immediately after driving through deep puddles, so it is a good ide","0","True"
"jp_car_0137","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When driving at night, it is recommended to wear glasses with dark lenses, such as sunglasses, to en","1","False"
"jp_car_0138","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","When driving long distances in extremely hot weather, taking regular breaks and hydrating can help p","0","True"
"jp_car_0139","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","Immediately before entering a tunnel, it suddenly becomes dark compared to the surrounding brightnes","0","True"
"jp_car_0140","jp.car.honmen.ch7-weather-night","honmen_weather_night_driving","","","If you feel it is dangerous to drive due to poor visibility or strong winds when a typhoon approache","0","True"
"jp_car_0141","jp.car.karimen.ch1-signs","karimen_road_signs","","","At intersections with inverted triangle """"stop"""" signs, you must come to a complete stop just before","0","True"
"jp_car_0142","jp.car.karimen.ch1-signs","karimen_road_signs","","","A warning sign is an equilateral triangle with a black frame on a yellow background and warns of dan","0","True"
"jp_car_0143","jp.car.karimen.ch1-signs","karimen_road_signs","","","Regulatory signs include not only round signs with a red border, but also round signs with a blue bo","0","True"
"jp_car_0144","jp.car.karimen.ch1-signs","karimen_road_signs","","","On roads marked with """"one-way"""" signs, do not proceed in any direction other than the direction ind","0","True"
"jp_car_0145","jp.car.karimen.ch1-signs","karimen_road_signs","","","Even if there is a """"No Parking"""" sign, you are allowed to stop for up to five minutes to load or un","0","True"
"jp_car_0146","jp.car.karimen.ch1-signs","karimen_road_signs","","","In areas where there is a """"No Passing"""" sign, do not change course to pass the vehicle in front of ","0","True"
"jp_car_0147","jp.car.karimen.ch1-signs","karimen_road_signs","","","All overtaking is prohibited in areas where there is a sign that says """"No passing on the right side","1","False"
"jp_car_0148","jp.car.karimen.ch1-signs","karimen_road_signs","","","The number displayed on the """"Maximum Speed"""" sign indicates the upper limit of speed that can be re","0","True"
"jp_car_0149","jp.car.karimen.ch1-signs","karimen_road_signs","","","On sections of the highway that have """"minimum speed"""" signs, do not drive below the posted speed.","0","True"
"jp_car_0150","jp.car.karimen.ch1-signs","karimen_road_signs","","","Auxiliary signs are never placed alone, but are always used in combination with the main sign to sup","0","True"
"jp_car_0151","jp.car.karimen.ch1-signs","karimen_road_signs","","","A """"width reduction"""" sign is a type of warning sign that warns you that the road ahead will become ","0","True"
"jp_car_0152","jp.car.karimen.ch1-signs","karimen_road_signs","","","The """"Railway Crossing"""" sign is a warning sign, informing you that there is a railroad crossing ahe","0","True"
"jp_car_0153","jp.car.karimen.ch1-signs","karimen_road_signs","","","Guide signs are for the purpose of regulating and directing traffic, and do not indicate information","1","False"
"jp_car_0154","jp.car.karimen.ch1-signs","karimen_road_signs","","","You must stop wherever there is a """"stop"""" sign, even if you can confirm that there are no other car","0","True"
"jp_car_0155","jp.car.karimen.ch1-signs","karimen_road_signs","","","In sections with """"No U-turns"""" signs, turning is not allowed, but right turns are not prohibited.","0","True"
"jp_car_0156","jp.car.karimen.ch1-signs","karimen_road_signs","","","Regular passenger cars are also not allowed to drive on roads marked with """"Large Trucks Closed"""" si","1","False"
"jp_car_0157","jp.car.karimen.ch1-signs","karimen_road_signs","","","Where there is a """"slow down"""" sign, you do not have to come to a complete stop, but you must slow d","0","True"
"jp_car_0158","jp.car.karimen.ch1-signs","karimen_road_signs","","","A road with a sign indicating that it is a """"priority road"""" can be used preferentially over other i","0","True"
"jp_car_0159","jp.car.karimen.ch1-signs","karimen_road_signs","","","The number on the """"Parking Room"""" sign indicates the width of the space in meters that should be le","0","True"
"jp_car_0160","jp.car.karimen.ch1-signs","karimen_road_signs","","","Vehicles other than route buses are not allowed to pass through the lanes designated as """"priority l","1","False"
"jp_car_0161","jp.car.karimen.ch1-signs","karimen_road_signs","","","Roads with """"Closed"""" signs are closed to both vehicles and pedestrians.","0","True"
"jp_car_0162","jp.car.karimen.ch1-signs","karimen_road_signs","","","Areas with """"safety zone"""" signs are areas designed to ensure the safety of passengers getting on an","0","True"
"jp_car_0163","jp.car.karimen.ch1-signs","karimen_road_signs","","","Between regulatory signs and warning signs, warning signs have stronger legal binding force and must","1","False"
"jp_car_0164","jp.car.karimen.ch2-priority","karimen_right_of_way","","","Vehicles traveling on roads with priority road signs or road markings do not need to slow down at in","0","True"
"jp_car_0165","jp.car.karimen.ch2-priority","karimen_right_of_way","","","A vehicle entering an intersection with a wider road from an obviously narrower road can pass throug","1","False"
"jp_car_0166","jp.car.karimen.ch2-priority","karimen_right_of_way","","","When an emergency vehicle approaches with its siren blaring, you must avoid the intersection, move t","0","True"
"jp_car_0167","jp.car.karimen.ch2-priority","karimen_right_of_way","","","As a general rule, when a streetcar is running, you must not overtake a car that is moving from behi","0","True"
"jp_car_0168","jp.car.karimen.ch2-priority","karimen_right_of_way","","","If it is difficult to pass each other on a mountain road, the vehicle traveling uphill must give way","1","False"
"jp_car_0169","jp.car.karimen.ch2-priority","karimen_right_of_way","","","When a route bus signals to depart from a bus stop, vehicles following it must yield as much of thei","0","True"
"jp_car_0170","jp.car.karimen.ch2-priority","karimen_right_of_way","","","Even when a bicycle is crossing a bicycle crossing zone, vehicles may pass through without waiting f","1","False"
"jp_car_0171","jp.car.karimen.ch2-priority","karimen_right_of_way","","","If a pedestrian is crossing the road, vehicles must not obstruct the pedestrian's passage.","0","True"
"jp_car_0172","jp.car.karimen.ch2-priority","karimen_right_of_way","","","Vehicles waiting to turn right must yield not only to oncoming vehicles traveling straight or turnin","0","True"
"jp_car_0173","jp.car.karimen.ch2-priority","karimen_right_of_way","","","When exiting a private parking lot onto the road, you may exit ahead of other vehicles on the road u","1","False"
"jp_car_0174","jp.car.karimen.ch2-priority","karimen_right_of_way","","","Vehicles entering a roundabout must not obstruct the movement of vehicles already on the roundabout.","0","True"
"jp_car_0175","jp.car.karimen.ch2-priority","karimen_right_of_way","","","When a school bus stops to allow children to get on or off, vehicles following it must stop temporar","1","False"
"jp_car_0176","jp.car.karimen.ch2-priority","karimen_right_of_way","","","Vehicles making a left turn must give priority to bicycles proceeding straight on the road they are ","0","True"
"jp_car_0177","jp.car.karimen.ch2-priority","karimen_right_of_way","","","If there is a road marking (diamond-shaped white line) indicating a priority road within an intersec","0","True"
"jp_car_0178","jp.car.karimen.ch2-priority","karimen_right_of_way","","","If both vehicles arrive at the intersection at the same time and there is no stop sign and the roads","1","False"
